time_s,phase,ambient_temperature_K,relative_humidity_pct,pressure_Pa,altitude_m,tas_ms,thrust_N,propulsive_power_kW
269.000,CL,264.742,56.648,80166.885,1932.162,109.871,22415.603,2462.818
270.000,CL,264.742,56.648,80095.491,1939.348,109.871,22197.471,2438.851
271.000,CL,264.742,56.648,80024.149,1946.535,109.871,21921.489,2408.529
272.000,CL,264.742,56.648,79952.858,1953.722,109.871,21777.901,2392.753
273.000,CL,264.742,56.648,79881.619,1960.908,109.871,21606.713,2373.944
274.000,CL,264.742,56.648,79810.431,1968.095,109.871,21496.215,2361.804
275.000,CL,264.742,56.648,79739.295,1975.281,109.871,21331.621,2343.720
276.000,CL,264.742,56.648,79668.210,1982.468,109.871,21215.660,2330.979
277.000,CL,264.742,56.648,79597.176,1989.655,109.871,21145.567,2323.278
278.000,CL,264.742,56.648,79526.194,1996.841,109.871,21112.974,2319.697
279.000,CL,264.742,56.648,79455.262,2004.028,109.871,21122.496,2320.743
280.000,CL,264.742,56.648,79384.382,2011.214,109.871,21201.641,2329.439
281.000,CL,264.742,56.648,79313.554,2018.401,109.871,21288.954,2339.032
282.000,CL,264.742,56.648,79242.776,2025.587,109.871,21330.535,2343.600
283.000,CL,264.742,56.648,79172.050,2032.774,109.871,21376.452,2348.646
284.000,CL,264.742,56.648,79101.374,2039.961,109.871,21432.717,2354.827
285.000,CL,264.742,56.648,79030.750,2047.147,109.871,21489.450,2361.061
286.000,CL,264.742,56.648,78960.177,2054.334,109.871,21565.261,2369.390
287.000,CL,264.742,56.648,78889.655,2061.520,109.871,21673.106,2381.239
288.000,CL,264.742,56.648,78819.184,2068.707,109.871,21755.082,2390.246
289.000,CL,264.742,56.648,78748.764,2075.894,109.871,21801.839,2395.383
290.000,CL,264.742,56.648,78678.394,2083.080,109.871,21937.855,2410.327
291.000,CL,264.742,56.648,78608.076,2090.267,109.871,22095.308,2427.627
292.000,CL,264.742,56.648,78537.809,2097.453,109.871,22338.256,2454.319
293.000,CL,264.742,56.648,78467.592,2104.640,109.871,22656.837,2489.322
294.000,CL,264.742,56.648,78397.427,2111.827,109.871,22895.300,2515.522
295.000,CL,264.742,56.648,78327.312,2119.013,109.871,23152.716,2543.805
296.000,CL,264.742,56.648,78257.248,2126.200,109.871,23414.625,2572.581
297.000,CL,264.742,56.648,78187.235,2133.386,109.871,23709.587,2604.989
298.000,CL,264.742,56.648,78117.272,2140.573,109.871,24052.835,2642.702
299.000,CL,264.742,56.648,78047.360,2147.760,109.871,24275.302,2667.144
300.000,CL,264.742,56.648,77977.499,2154.946,109.871,24546.773,2696.971
301.000,CL,264.742,56.648,77907.688,2162.133,109.871,24703.681,2714.210
302.000,CL,264.742,56.648,77837.929,2169.319,109.871,24901.500,2735.945
303.000,CL,264.742,56.648,77768.219,2176.506,109.871,25101.913,2757.964
304.000,CL,264.742,56.648,77698.560,2183.692,109.871,25300.744,2779.810
305.000,CL,264.742,56.648,77628.952,2190.879,109.871,25567.216,2809.088
306.000,CL,264.742,56.648,77559.394,2198.066,109.871,25840.137,2839.074
307.000,CL,264.742,56.648,77489.887,2205.252,109.871,26166.027,2874.879
308.000,CL,264.742,56.648,77420.430,2212.439,109.871,26532.473,2915.141
309.000,CL,264.742,56.648,77351.024,2219.625,109.871,26915.840,2957.262
310.000,CL,264.742,56.648,77281.668,2226.812,109.871,27192.692,2987.680
311.000,CL,264.742,56.648,77212.362,2233.999,109.871,27455.012,3016.501
312.000,CL,264.742,56.648,77143.107,2241.185,109.871,27588.584,3031.177
313.000,CL,264.742,56.648,77073.902,2248.372,109.871,27656.265,3038.613
314.000,CL,264.742,56.648,77004.747,2255.558,109.871,27617.651,3034.370
315.000,CL,264.742,56.648,76935.643,2262.745,109.871,27519.127,3023.545
316.000,CL,264.742,56.648,76866.589,2269.932,109.871,27377.776,3008.015
317.000,CL,264.742,56.648,76797.585,2277.118,109.871,27143.976,2982.327
318.000,CL,264.742,56.648,76728.631,2284.305,109.871,26814.059,2946.079
319.000,CL,264.742,56.648,76659.727,2291.491,109.871,26459.010,2907.070
