time_s,phase,ambient_temperature_K,relative_humidity_pct,pressure_Pa,altitude_m,tas_ms,thrust_N,propulsive_power_kW
325.000,CL,273.461,41.388,67524.930,3294.180,106.639,23710.561,2528.476
326.000,CL,273.461,41.388,67478.947,3299.498,106.639,23710.561,2528.476
327.000,CL,273.461,41.388,67432.990,3304.816,106.639,23710.561,2528.476
328.000,CL,273.461,41.388,67387.058,3310.134,106.639,23710.561,2528.476
329.000,CL,273.461,41.388,67341.151,3315.453,106.639,23710.561,2528.476
330.000,CL,273.461,41.388,67295.270,3320.771,106.639,23710.561,2528.476
331.000,CL,273.461,41.388,67249.414,3326.089,106.639,23710.561,2528.476
332.000,CL,273.461,41.388,67203.584,3331.408,106.639,23710.561,2528.476
333.000,CL,273.461,41.388,67157.778,3336.726,106.639,23710.561,2528.476
334.000,CL,273.461,41.388,67111.998,3342.044,106.639,23710.561,2528.476
335.000,CL,273.461,41.388,67066.244,3347.362,106.639,23710.561,2528.476
336.000,CL,273.461,41.388,67020.514,3352.681,106.639,23710.561,2528.476
337.000,CL,273.461,41.388,66974.810,3357.999,106.639,23710.561,2528.476
338.000,CL,273.461,41.388,66929.131,3363.317,106.639,23710.561,2528.476
339.000,CL,273.461,41.388,66883.477,3368.635,106.639,23710.561,2528.476
340.000,CL,273.461,41.388,66837.849,3373.954,106.639,23710.561,2528.476
341.000,CL,273.461,41.388,66792.245,3379.272,106.639,23710.561,2528.476
342.000,CL,273.461,41.388,66746.667,3384.590,106.639,23710.561,2528.476
343.000,CL,273.461,41.388,66701.114,3389.909,106.639,23710.561,2528.476
344.000,CL,273.461,41.388,66655.586,3395.227,106.639,23710.561,2528.476
345.000,CL,273.461,41.388,66610.084,3400.545,106.639,23710.561,2528.476
346.000,CL,273.461,41.388,66564.606,3405.863,106.639,23710.561,2528.476
347.000,CL,273.461,41.388,66519.154,3411.182,106.639,23710.561,2528.476
348.000,CL,273.461,41.388,66473.727,3416.500,106.639,23710.561,2528.476
349.000,CL,273.461,41.388,66428.325,3421.818,106.639,23710.561,2528.476
350.000,CL,273.461,41.388,66382.948,3427.136,106.639,23710.561,2528.476
351.000,CL,273.461,41.388,66337.596,3432.455,106.639,23710.561,2528.476
352.000,CL,273.461,41.388,66292.269,3437.773,106.639,23710.561,2528.476
